state_code,state_name,district_code,district_name,mukim_code,mukim_name,mukim_id
03,KELANTAN,05,PASIR PUTEH,07,BUKIT TANAH,1030001201
03,KELANTAN,08,GUA MUSANG,09,RENOK,1030000651
03,KELANTAN,01,BACHOK,18,PAYA MENGKUANG,1030001097
03,KELANTAN,05,PASIR PUTEH,11,GONG DATOK TIMOR,1030001203
03,KELANTAN,08,GUA MUSANG,01,BATU PAPAN,1030000647
03,KELANTAN,10,KUALA KRAI,11,KUALA PERGAU,1030001242
03,KELANTAN,02,KOTA BHARU,01,AUR DURI,1030001107
03,KELANTAN,05,PASIR PUTEH,15,GONG KULIM,1030001206
03,KELANTAN,02,KOTA BHARU,63,PAYA,1030001873
03,KELANTAN,05,PASIR PUTEH,19,JERUS,1030001207
03,KELANTAN,05,PASIR PUTEH,21,KAMPONG WAKAF,1030001208
03,KELANTAN,05,PASIR PUTEH,22,KOLAM TEMBESU,1030001209
03,KELANTAN,05,PASIR PUTEH,23,MERBOL,1030001210
03,KELANTAN,05,PASIR PUTEH,24,MERKANG,1030001211
03,KELANTAN,05,PASIR PUTEH,29,SELIGI,1030001214
03,KELANTAN,05,PASIR PUTEH,30,SELISING,1030001215
03,KELANTAN,05,PASIR PUTEH,32,TASIK,1030001874
03,KELANTAN,05,PASIR PUTEH,40,BANDAR PASIR PUTEH,1030001217
03,KELANTAN,05,PASIR PUTEH,70,PEKAN SELISING,1030001218
03,KELANTAN,03,MACHANG,19,TEMANGAN,1030001173
03,KELANTAN,06,TANAH MERAH,13,NIBONG,1030001280
03,KELANTAN,06,TANAH MERAH,40,BANDAR TANAH MERAH,1030001223
03,KELANTAN,07,TUMPAT,01,BECHAH RESAK,1030001224
03,KELANTAN,07,TUMPAT,04,CHENDERONG BATU,1030001226
03,KELANTAN,07,TUMPAT,07,JAL,1030001228
03,KELANTAN,07,TUMPAT,08,KAMPONG LAUT,1030001229
03,KELANTAN,07,TUMPAT,13,MAK NERALANG,1030001231
03,KELANTAN,07,TUMPAT,15,PASIR PEKAN,1030001233
03,KELANTAN,07,TUMPAT,18,PULAU BESAR,1030001875
03,KELANTAN,07,TUMPAT,22,SUNGAI PINANG,1030001237
03,KELANTAN,07,TUMPAT,29,WAKAF DELIMA,1030001238
03,KELANTAN,10,KUALA KRAI,14,MAMBONG,1030001243
03,KELANTAN,08,GUA MUSANG,06,LIMAU KASTURI,1030000650
03,KELANTAN,03,MACHANG,05,JAKAR,1030001165
03,KELANTAN,06,TANAH MERAH,01,BATANG MERBAU,1030001078
03,KELANTAN,08,GUA MUSANG,40,BANDAR GUA MUSANG,1030000646
03,KELANTAN,06,TANAH MERAH,05,ULU KUSIAL,1030001219
03,KELANTAN,06,TANAH MERAH,04,BUKIT DURIAN,1030001079
03,KELANTAN,06,TANAH MERAH,12,MAKA,1030001080
03,KELANTAN,08,GUA MUSANG,02,GUA MUSANG,1030000648
03,KELANTAN,06,TANAH MERAH,15,RAMBAI,1030001221
03,KELANTAN,06,TANAH MERAH,16,SOKOR,1030001284
03,KELANTAN,06,TANAH MERAH,09,KUALA PAKU,1030001220
03,KELANTAN,06,TANAH MERAH,17,TANAH MERAH,1030001081
03,KELANTAN,06,TANAH MERAH,18,TEBING TINGGI,1030001876
03,KELANTAN,04,PASIR MAS,26,KUBANG BEMBAN,1030001877
03,KELANTAN,04,PASIR MAS,04,APAM,1030001177
03,KELANTAN,04,PASIR MAS,06,BECHAH MENERONG,1030001091
03,KELANTAN,10,KUALA KRAI,05,KANDEK,1030001239
03,KELANTAN,07,TUMPAT,40,BANDAR TUMPAT,1030001588
03,KELANTAN,10,KUALA KRAI,08,KUALA KRAI,1030001241
03,KELANTAN,02,KOTA BHARU,58,PARIT,1030001045
03,KELANTAN,03,MACHANG,17,PULAI CHONDONG,1030001247
03,KELANTAN,04,PASIR MAS,05,BAKONG,1030001274
03,KELANTAN,07,TUMPAT,28,WAKAF BHARU,1030001251
03,KELANTAN,01,BACHOK,06,GAJAH MATI,1030001252
03,KELANTAN,02,KOTA BHARU,18,CHEKLI,1030001253
03,KELANTAN,02,KOTA BHARU,33,KEMUMIN,1030001254
03,KELANTAN,02,KOTA BHARU,48,MELOR,1030001255
03,KELANTAN,03,MACHANG,15,PEK,1030001171
03,KELANTAN,04,PASIR MAS,23,KIAT,1030001257
03,KELANTAN,05,PASIR PUTEH,03,BERANGAN,1030001258
03,KELANTAN,05,PASIR PUTEH,18,JERAM,1030001259
03,KELANTAN,05,PASIR PUTEH,33,TELIPOK,1030001260
03,KELANTAN,07,TUMPAT,03,BUNUT SARANG BURONG,1030001225
03,KELANTAN,01,BACHOK,08,KUAU,1030001093
03,KELANTAN,07,TUMPAT,02,BUNOHAN,1030001082
03,KELANTAN,07,TUMPAT,09,KELABORAN,1030001230
03,KELANTAN,07,TUMPAT,14,MORAK,1030001232
03,KELANTAN,07,TUMPAT,20,SELEHONG UTARA,1030001085
03,KELANTAN,07,TUMPAT,19,SELEHONG SELATAN,1030001236
03,KELANTAN,06,TANAH MERAH,11,LAWANG,1030001282
03,KELANTAN,06,TANAH MERAH,03,BENDANG NYIOR,1030001593
03,KELANTAN,06,TANAH MERAH,06,JEDOK,1030001276
03,KELANTAN,02,KOTA BHARU,22,DAL,1030001119
03,KELANTAN,01,BACHOK,10,KUBANG TELAGA,1030001028
03,KELANTAN,02,KOTA BHARU,66,PERINGAT,1030001046
03,KELANTAN,04,PASIR MAS,41,RANTAU PANJANG,1030001879
03,KELANTAN,04,PASIR MAS,45,TENDONG,1030001066
03,KELANTAN,04,PASIR MAS,09,BUKIT TUKU,1030001589
03,KELANTAN,05,PASIR PUTEH,09,CHANGGAI,1030001202
03,KELANTAN,05,PASIR PUTEH,25,PADANG PAK AMAT,1030001212
03,KELANTAN,05,PASIR PUTEH,13,GONG CHENGAL,1030001205
03,KELANTAN,12,KECIL LOJING,02,KUALA BETIS,1030001839
03,KELANTAN,05,PASIR PUTEH,12,GONG CHAPA,1030001204
03,KELANTAN,05,PASIR PUTEH,10,GONG DATOK BARAT,1030001074
03,KELANTAN,05,PASIR PUTEH,27,PENGKALAN,1030001213
03,KELANTAN,03,MACHANG,10,KUALA KERAK,1030001285
05,NEGERI SEMBILAN,01,JELEBU,05,KUALA KLAWANG,1030000169
05,NEGERI SEMBILAN,01,JELEBU,07,PERTANG,1030000170
05,NEGERI SEMBILAN,01,JELEBU,70,PEKAN KUALA KLAWANG,1030000171
05,NEGERI SEMBILAN,02,KUALA PILAH,01,AMPANG TINGGI,1030000172
05,NEGERI SEMBILAN,02,KUALA PILAH,02,ULU JEMPOL,1030000173
05,NEGERI SEMBILAN,02,KUALA PILAH,06,KEPIS,1030000174
05,NEGERI SEMBILAN,02,KUALA PILAH,09,PILAH,1030000175
05,NEGERI SEMBILAN,04,REMBAU,02,BONGEK,1030000176
05,NEGERI SEMBILAN,04,REMBAU,06,KUNDOR,1030000177
05,NEGERI SEMBILAN,04,REMBAU,13,SELEMAK,1030000178
05,NEGERI SEMBILAN,04,REMBAU,16,TANJONG KLING,1030001880
05,NEGERI SEMBILAN,05,SEREMBAN,01,AMPANGAN,1030000180
05,NEGERI SEMBILAN,05,SEREMBAN,07,SEREMBAN,1030000181
05,NEGERI SEMBILAN,05,SEREMBAN,86,PEKAN SUNGAI GADUT,1030000183
05,NEGERI SEMBILAN,05,SEREMBAN,94,PEKAN SENAWANG,1030000184
05,NEGERI SEMBILAN,06,TAMPIN,05,REPAH,1030000185
05,NEGERI SEMBILAN,07,JEMPOL,01,JELEI,1030000186
05,NEGERI SEMBILAN,05,SEREMBAN,44,BANDAR BARU ENSTEK,1030000309
05,NEGERI SEMBILAN,05,SEREMBAN,46,BANDAR NILAI UTAMA,1030001647
05,NEGERI SEMBILAN,07,JEMPOL,74,PEKAN LADANG GEDDES,1030000187
05,NEGERI SEMBILAN,01,JELEBU,06,PERADONG,1030000188
05,NEGERI SEMBILAN,02,KUALA PILAH,80,PEKAN DANGI BARU,1030000189
05,NEGERI SEMBILAN,04,REMBAU,05,GADONG,1030000293
05,NEGERI SEMBILAN,01,JELEBU,40,BANDAR KUALA KLAWANG,1030000190
05,NEGERI SEMBILAN,01,JELEBU,71,PEKAN PERTANG,1030000191
05,NEGERI SEMBILAN,01,JELEBU,72,PEKAN TITI,1030000192
05,NEGERI SEMBILAN,01,JELEBU,73,PEKAN SIMPANG DURIAN,1030000193
05,NEGERI SEMBILAN,02,KUALA PILAH,03,ULU MUAR,1030000194
05,NEGERI SEMBILAN,02,KUALA PILAH,04,JOHOL,1030000195
05,NEGERI SEMBILAN,02,KUALA PILAH,05,JUASSEH,1030000196
05,NEGERI SEMBILAN,02,KUALA PILAH,08,PARIT TINGGI,1030000198
05,NEGERI SEMBILAN,02,KUALA PILAH,10,SRI MENANTI,1030001383
05,NEGERI SEMBILAN,02,KUALA PILAH,11,TERACHI,1030000200
05,NEGERI SEMBILAN,02,KUALA PILAH,40,BANDAR KUALA PILAH,1030000201
05,NEGERI SEMBILAN,02,KUALA PILAH,70,PEKAN DANGI,1030000202
05,NEGERI SEMBILAN,02,KUALA PILAH,71,PEKAN GUNUNG PASIR,1030000203
05,NEGERI SEMBILAN,02,KUALA PILAH,72,PEKAN JOHOL,1030000204
05,NEGERI SEMBILAN,02,KUALA PILAH,73,PEKAN PARIT TINGGI,1030000205
05,NEGERI SEMBILAN,02,KUALA PILAH,74,PEKAN SENALING,1030000206
05,NEGERI SEMBILAN,02,KUALA PILAH,75,PEKAN TANJONG IPOH,1030000207
05,NEGERI SEMBILAN,02,KUALA PILAH,76,PEKAN JUASSEH,1030000208
05,NEGERI SEMBILAN,02,KUALA PILAH,78,PEKAN MELANG,1030000209
05,NEGERI SEMBILAN,02,KUALA PILAH,79,PEKAN AIR MAWANG,1030000210
05,NEGERI SEMBILAN,03,PORT DICKSON,72,PEKAN PENG.KEMPAS,1030000213
05,NEGERI SEMBILAN,03,PORT DICKSON,73,PEKAN CHUAH,1030001350
05,NEGERI SEMBILAN,04,REMBAU,01,BATU HAMPAR,1030000214
05,NEGERI SEMBILAN,04,REMBAU,03,CHEMBONG,1030000215
05,NEGERI SEMBILAN,04,REMBAU,04,CHENGKAU,1030000216
05,NEGERI SEMBILAN,04,REMBAU,07,LEGONG ILIR,1030000217
05,NEGERI SEMBILAN,04,REMBAU,08,LEGONG ULU,1030000218
05,NEGERI SEMBILAN,04,REMBAU,09,MIKU,1030000219
05,NEGERI SEMBILAN,04,REMBAU,10,NERASAU,1030000220
05,NEGERI SEMBILAN,04,REMBAU,11,PEDAS,1030000221
05,NEGERI SEMBILAN,04,REMBAU,12,PILIN,1030000222
05,NEGERI SEMBILAN,04,REMBAU,15,SPRI,1030000223
05,NEGERI SEMBILAN,04,REMBAU,40,BANDAR REMBAU,1030000224
05,NEGERI SEMBILAN,04,REMBAU,70,PEKAN KAMPONG BATU,1030000225
05,NEGERI SEMBILAN,04,REMBAU,72,PEKAN LUBOK CHINA,1030001881
05,NEGERI SEMBILAN,04,REMBAU,73,PEKAN PEDAS,1030000227
05,NEGERI SEMBILAN,04,REMBAU,74,PEKAN CHEMBONG,1030000228
05,NEGERI SEMBILAN,04,REMBAU,75,PEKAN REMBAU,1030000229
05,NEGERI SEMBILAN,04,REMBAU,76,PEKAN CHENGKAU,1030000230
05,NEGERI SEMBILAN,05,SEREMBAN,40,BANDAR SEREMBAN,1030000233
05,NEGERI SEMBILAN,05,SEREMBAN,73,PEKAN LENGGENG,1030000235
05,NEGERI SEMBILAN,05,SEREMBAN,74,PEKAN MAMBAU,1030000236
05,NEGERI SEMBILAN,05,SEREMBAN,75,PEKAN NILAI,1030000237
05,NEGERI SEMBILAN,05,SEREMBAN,76,PEKAN MANTIN,1030000238
05,NEGERI SEMBILAN,05,SEREMBAN,77,PEKAN PAJAM,1030000239
05,NEGERI SEMBILAN,05,SEREMBAN,78,PEKAN RANTAU,1030000240
05,NEGERI SEMBILAN,05,SEREMBAN,79,PEKAN TIROI,1030000241
05,NEGERI SEMBILAN,05,SEREMBAN,80,PEKAN PANCHOR,1030000242
05,NEGERI SEMBILAN,05,SEREMBAN,81,PEKAN TAMAN SEREMBAN,1030000243
05,NEGERI SEMBILAN,05,SEREMBAN,83,PEKAN PAROI,1030000244
05,NEGERI SEMBILAN,05,SEREMBAN,84,PEKAN BUKIT KEPAYANG,1030000245
05,NEGERI SEMBILAN,05,SEREMBAN,85,PEKAN DUSUN SETIA,1030000246
05,NEGERI SEMBILAN,05,SEREMBAN,87,PEKAN BUKTI,1030000247
05,NEGERI SEMBILAN,05,SEREMBAN,89,PEKAN SHAH BANDAR,1030000248
05,NEGERI SEMBILAN,05,SEREMBAN,90,PEKAN SETUL,1030000249
05,NEGERI SEMBILAN,05,SEREMBAN,91,PEKAN ULU TEMIANG,1030000250
05,NEGERI SEMBILAN,05,SEREMBAN,92,PEKAN PAROI JAYA,1030000251
05,NEGERI SEMBILAN,05,SEREMBAN,93,PEKAN RASAH JAYA,1030000252
05,NEGERI SEMBILAN,05,SEREMBAN,95,PEKAN SEREMBAN JAYA,1030000253
05,NEGERI SEMBILAN,06,TAMPIN,71,PEKAN BATANG MELAKA,1030001882
05,NEGERI SEMBILAN,06,TAMPIN,72,PEKAN GEMENCHEH BAHRU,1030000254
05,NEGERI SEMBILAN,06,TAMPIN,73,PEKAN REPAH,1030000255
05,NEGERI SEMBILAN,06,TAMPIN,75,PEKAN AYER KUNING,1030002000
05,NEGERI SEMBILAN,06,TAMPIN,76,PEKAN PASIR BESAR,1030000257
05,NEGERI SEMBILAN,07,JEMPOL,02,KUALA JEMPOL,1030000258
05,NEGERI SEMBILAN,07,JEMPOL,40,BANDAR SERTING,1030000259
05,NEGERI SEMBILAN,07,JEMPOL,41,BANDAR BAHAU,1030000260
05,NEGERI SEMBILAN,07,JEMPOL,70,PEKAN BAHAU,1030000261
05,NEGERI SEMBILAN,07,JEMPOL,71,PEKAN BATU KIKIR,1030000262
05,NEGERI SEMBILAN,07,JEMPOL,72,PEKAN KUALA JELEI,1030000263
05,NEGERI SEMBILAN,07,JEMPOL,73,PEKAN ROMPIN,1030000264
05,NEGERI SEMBILAN,07,JEMPOL,75,PEKAN MAHSAN,1030000265
05,NEGERI SEMBILAN,03,PORT DICKSON,77,PEKAN LINGGI,1030000266
05,NEGERI SEMBILAN,03,PORT DICKSON,78,PEKAN AIR KUNING,1030000267
05,NEGERI SEMBILAN,01,JELEBU,75,PEKAN PETALING,1030001293
05,NEGERI SEMBILAN,01,JELEBU,76,PEKAN SUNGAI MUTOH,1030000269
05,NEGERI SEMBILAN,03,PORT DICKSON,81,PEKAN TANAH MERAH UTARA,1030000270
05,NEGERI SEMBILAN,03,PORT DICKSON,82,PEKAN TANAH MERAH SELATAN,1030000271
05,NEGERI SEMBILAN,03,PORT DICKSON,83,PEKAN JEMIMA,1030000272
05,NEGERI SEMBILAN,04,REMBAU,77,PEKAN SERI KOTA,1030000273
05,NEGERI SEMBILAN,04,REMBAU,79,PEKAN MERBAU SEMBILAN,1030000274
05,NEGERI SEMBILAN,05,SEREMBAN,41,BANDAR SEREMBAN 3,1030000275
05,NEGERI SEMBILAN,05,SEREMBAN,45,BANDAR BARU KOTA SRI MAS,1030000308
05,NEGERI SEMBILAN,06,TAMPIN,77,PEKAN REPAH PERMAI,1030000276
05,NEGERI SEMBILAN,06,TAMPIN,78,PEKAN REPAH JAYA,1030000277
05,NEGERI SEMBILAN,07,JEMPOL,42,BANDAR SERI JEMPOL,1030000278
05,NEGERI SEMBILAN,07,JEMPOL,76,PEKAN SERTING TENGAH,1030000279
05,NEGERI SEMBILAN,01,JELEBU,74,PEKAN SIMPANG PERTANG,1030000280
05,NEGERI SEMBILAN,02,KUALA PILAH,77,PEKAN BUKIT GELUGOR,1030000281
05,NEGERI SEMBILAN,02,KUALA PILAH,07,LANGKAP,1030000282
05,NEGERI SEMBILAN,04,REMBAU,71,PEKAN KOTA,1030000283
05,NEGERI SEMBILAN,05,SEREMBAN,72,PEKAN LABU,1030000284
05,NEGERI SEMBILAN,05,SEREMBAN,88,PEKAN SIKAMAT,1030000285
05,NEGERI SEMBILAN,06,TAMPIN,70,PEKAN AYER KUNING SELATAN,1030000286
05,NEGERI SEMBILAN,05,SEREMBAN,42,BANDAR SEREMBAN UTAMA,1030001602
06,PAHANG,08,TEMERLOH,72,PEKAN KUALA KERAU,1030000387
06,PAHANG,03,JERANTUT,04,KELOLA,1030000361
06,PAHANG,04,KUANTAN,03,ULU LEPAR,1030000367
06,PAHANG,10,MARAN,72,PEKAN SRI JAYA,1030000389
06,PAHANG,01,BENTONG,71,PEKAN TELEMUNG,1030000357
06,PAHANG,03,JERANTUT,08,TEBING TINGGI,1030001884
06,PAHANG,08,TEMERLOH,06,MENTAKAB,1030001885
06,PAHANG,08,TEMERLOH,07,PERAK,1030000313
06,PAHANG,08,TEMERLOH,03,KERDAU,1030000312
06,PAHANG,08,TEMERLOH,02,JENDERAK,1030001565
06,PAHANG,08,TEMERLOH,09,SEMANTAN,1030000337
06,PAHANG,15,KECIL MUADZAM SHAH,02,BEBAR,1030001886
06,PAHANG,10,MARAN,02,CHENOR,1030000316
06,PAHANG,03,JERANTUT,06,PEDAH,1030000319
06,PAHANG,03,JERANTUT,05,KUALA TEMBELING,1030000362
06,PAHANG,10,MARAN,03,KERTAU,1030000317
06,PAHANG,10,MARAN,70,PEKAN CHENOR,1030000351
06,PAHANG,06,PEKAN,04,LANGGAR,1030001887
06,PAHANG,06,PEKAN,02,GANCHONG,1030000379
06,PAHANG,06,PEKAN,11,TEMAI,1030000384
06,PAHANG,06,PEKAN,09,PULAU MANIS,1030000383
06,PAHANG,06,PEKAN,10,PULAU RUSA,1030000322
06,PAHANG,06,PEKAN,06,PAHANG TUA,1030000394
06,PAHANG,03,JERANTUT,09,TEH,1030000390
06,PAHANG,03,JERANTUT,01,BURAU,1030001566
06,PAHANG,03,JERANTUT,70,PEKAN KUALA TEMBELING,1030000366
06,PAHANG,03,JERANTUT,07,PULAU TAWAR,1030000363
06,PAHANG,03,JERANTUT,40,BANDAR JERANTUT,1030000365
06,PAHANG,03,JERANTUT,71,PEKAN JERANSANG,1030000385
06,PAHANG,06,PEKAN,40,BANDAR PEKAN,1030001888
06,PAHANG,07,RAUB,01,BATU TALAM,1030001567
06,PAHANG,07,RAUB,04,ULU DONG,1030000326
06,PAHANG,07,RAUB,05,SEGA,1030000327
06,PAHANG,07,RAUB,40,BANDAR RAUB,1030000328
06,PAHANG,15,KECIL MUADZAM SHAH,40,BANDAR MUADZAM SHAH I,1030000345
06,PAHANG,15,KECIL MUADZAM SHAH,41,BANDAR MUADZAM SHAH II,1030000346
06,PAHANG,09,ROMPIN,70,PEKAN KUALA ROMPIN,1030000347
06,PAHANG,10,MARAN,01,BUKIT SEGUMPAL,1030000315
06,PAHANG,07,RAUB,70,PEKAN CHEROH,1030000330
06,PAHANG,07,RAUB,71,PEKAN DONG,1030000331
06,PAHANG,08,TEMERLOH,04,LEBAK,1030000333
06,PAHANG,08,TEMERLOH,05,LIPAT KAJANG,1030000334
06,PAHANG,08,TEMERLOH,08,SANGGANG,1030000336
06,PAHANG,08,TEMERLOH,10,SONGSANG,1030000338
06,PAHANG,08,TEMERLOH,40,BANDAR MENTAKAB,1030000335
06,PAHANG,08,TEMERLOH,41,BANDAR TEMERLOH,1030000339
06,PAHANG,08,TEMERLOH,71,PEKAN KERDAU,1030000340
06,PAHANG,08,TEMERLOH,73,PEKAN LANCHANG,1030000341
06,PAHANG,02,CAMERON HIGHLANDS,72,PEKAN RINGLET,1030000360
06,PAHANG,02,CAMERON HIGHLANDS,70,PEKAN BRINCANG,1030000359
06,PAHANG,02,CAMERON HIGHLANDS,71,PEKAN LUBOK TAMANG,1030000386
06,PAHANG,11,BERA,75,PEKAN MENGKUANG,1030000392
06,PAHANG,11,BERA,42,BANDAR TRIANG,1030000352
06,PAHANG,08,TEMERLOH,01,BANGAU,1030000323
06,PAHANG,11,BERA,74,PEKAN MENGKARAK,1030000354
06,PAHANG,11,BERA,70,PEKAN DURIAN TAWAR,1030000353
06,PAHANG,06,PEKAN,08,PENYOR,1030000382
06,PAHANG,06,PEKAN,05,LEPAR,1030000381
06,PAHANG,01,BENTONG,41,BANDAR KARAK,1030000356
06,PAHANG,01,BENTONG,40,BANDAR BENTONG,1030001889
06,PAHANG,02,CAMERON HIGHLANDS,40,BANDAR TANAH RATA,1030000358
06,PAHANG,04,KUANTAN,40,BANDAR GAMBANG,1030000393
06,PAHANG,04,KUANTAN,71,PEKAN TANJUNG LUMPUR,1030000368
06,PAHANG,09,ROMPIN,46,BANDAR ENDAU,1030001890
06,PAHANG,03,JERANTUT,02,ULU CHEKA,1030000318
06,PAHANG,15,KECIL MUADZAM SHAH,01,KERATONG,1030000397
06,PAHANG,09,ROMPIN,40,BANDAR BAHARU ROMPIN,1030001605
06,PAHANG,09,ROMPIN,41,BANDAR ROMPIN I,1030001606
06,PAHANG,09,ROMPIN,44,BANDAR ROMPIN IV,1030000343
06,PAHANG,09,ROMPIN,45,BANDAR PONTIAN,1030000344
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,08,MUKIM 8,1030001894
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,09,MUKIM 9,1030001895
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,10,MUKIM 10,1030001896
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,13,MUKIM 13,1030001897
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,14,MUKIM 14,1030001898
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,15,MUKIM 15,1030001899
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,17,MUKIM 17,1030001900
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,01,MUKIM 1,1030001901
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,12,MUKIM 12,1030001902
07,PULAU PINANG,04,TIMOR LAUT,05,MUKIM 17,1030000805
07,PULAU PINANG,04,TIMOR LAUT,42,BANDAR BUKIT BENDERA,1030000758
07,PULAU PINANG,05,BARAT DAYA,04,MUKIM 4,1030000759
07,PULAU PINANG,05,BARAT DAYA,10,MUKIM 10,1030000760
07,PULAU PINANG,05,BARAT DAYA,22,MUKIM J,1030000761
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,11,MUKIM 11,1030001903
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,18,MUKIM 18,1030001904
07,PULAU PINANG,01,SEBERANG PERAI TENGAH,40,BANDAR BUKIT MERTAJAM,1030000766
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,04,MUKIM 4,1030001909
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,14,MUKIM 14,1030000771
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,15,MUKIM 15,1030000775
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,16,MUKIM 16,1030000780
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,40,BANDAR NIBONG TEBAL,1030000776
07,PULAU PINANG,03,SEBERANG PERAI SELATAN,41,BANDAR SUNGEI BAKAP,1030000777
07,PULAU PINANG,04,TIMOR LAUT,02,MUKIM 14,1030001910
07,PULAU PINANG,04,TIMOR LAUT,03,MUKIM 15,1030001911
07,PULAU PINANG,04,TIMOR LAUT,04,MUKIM 16,1030001912
07,PULAU PINANG,04,TIMOR LAUT,06,MUKIM 18,1030000803
07,PULAU PINANG,04,TIMOR LAUT,40,BANDAR AYER ITAM,1030000782
07,PULAU PINANG,04,TIMOR LAUT,43,BANDAR GLUGOR,1030000783
07,PULAU PINANG,05,BARAT DAYA,03,MUKIM 3,1030001913
07,PULAU PINANG,05,BARAT DAYA,05,MUKIM 5,1030001914
07,PULAU PINANG,05,BARAT DAYA,06,MUKIM 6,1030000768
07,PULAU PINANG,05,BARAT DAYA,17,MUKIM E,1030000788
07,PULAU PINANG,05,BARAT DAYA,18,MUKIM F,1030000789
07,PULAU PINANG,05,BARAT DAYA,19,MUKIM G,1030000790
07,PULAU PINANG,05,BARAT DAYA,40,BANDAR BALIK PULAU,1030000791
07,PULAU PINANG,05,BARAT DAYA,41,BANDAR BAYAN LEPAS,1030000792
07,PULAU PINANG,04,TIMOR LAUT,45,BANDAR JELUTONG,1030001466
08,PERAK,06,LARUT MATANG DAN SELAMA,03,BUKIT GANTANG,1030000495
08,PERAK,07,HILIR PERAK,02,CHANGKAT JONG,1030000497
08,PERAK,07,HILIR PERAK,08,SUNGAI MANIK,1030000499
08,PERAK,07,HILIR PERAK,74,PEKAN DEGONG,1030000500
08,PERAK,13,BAGAN DATUK,78,PEKAN SUNGAI SUMUN,1030000501
08,PERAK,10,PERAK TENGAH,03,BOTA,1030001560
08,PERAK,01,BATANG PADANG,02,BIDOR,1030000504
08,PERAK,03,KINTA,05,SUNGAI TERAP,1030000507
08,PERAK,03,KINTA,47,BANDAR LAHAT,1030000508
08,PERAK,03,KINTA,73,PEKAN SIMPANG PULAI,1030000509
08,PERAK,04,KERIAN,72,PEKAN SIMPANG EMPAT,1030001916
08,PERAK,05,KUALA KANGSAR,04,KOTA LAMA KIRI,1030000512
08,PERAK,05,KUALA KANGSAR,07,SAYUNG,1030000513
08,PERAK,13,BAGAN DATUK,72,PEKAN HUTAN MELINTANG,1030000514
08,PERAK,06,LARUT MATANG DAN SELAMA,06,PENGKALAN AOR,1030000515
08,PERAK,06,LARUT MATANG DAN SELAMA,07,SIMPANG,1030000516
08,PERAK,06,LARUT MATANG DAN SELAMA,08,SUNGAI LIMAU,1030000517
08,PERAK,06,LARUT MATANG DAN SELAMA,11,TUPAI,1030000518
08,PERAK,06,LARUT MATANG DAN SELAMA,41,BANDAR KUALA SEPETANG,1030000520
08,PERAK,06,LARUT MATANG DAN SELAMA,42,BANDAR MATANG,1030000521
08,PERAK,06,LARUT MATANG DAN SELAMA,43,BANDAR TAIPING,1030000522
08,PERAK,06,LARUT MATANG DAN SELAMA,70,PEKAN BATU KURAU,1030000523
08,PERAK,06,LARUT MATANG DAN SELAMA,71,PEKAN CHANGKAT JERING,1030000524
08,PERAK,06,LARUT MATANG DAN SELAMA,72,PEKAN PONDOK TANJONG,1030000525
08,PERAK,06,LARUT MATANG DAN SELAMA,73,PEKAN SIMPANG,1030000526
08,PERAK,07,HILIR PERAK,40,BANDAR TELUK INTAN,1030000531
08,PERAK,13,BAGAN DATUK,70,PEKAN BAGAN DATUK,1030000532
08,PERAK,07,HILIR PERAK,71,PEKAN BATAK RABIT,1030000533
08,PERAK,13,BAGAN DATUK,71,PEKAN BATU DUA PULOH,1030000534
08,PERAK,07,HILIR PERAK,73,PEKAN CHIKUS,1030000535
08,PERAK,13,BAGAN DATUK,73,PEKAN JENDARATA,1030000536
08,PERAK,13,BAGAN DATUK,74,PEKAN KAMPONG SUNGAI HAJI MOHAMED,1030001561
08,PERAK,07,HILIR PERAK,78,PEKAN LANGKAP,1030000537
08,PERAK,13,BAGAN DATUK,75,PEKAN SELEKOH,1030000538
08,PERAK,13,BAGAN DATUK,76,PEKAN SIMPANG EMPAT,1030000539
08,PERAK,13,BAGAN DATUK,77,PEKAN SIMPANG TIGA,1030001917
08,PERAK,08,HULU PERAK,41,BANDAR KELIAN INTAN,1030000543
08,PERAK,08,HULU PERAK,43,BANDAR LAWIN,1030000545
08,PERAK,08,HULU PERAK,44,BANDAR LENGGONG,1030000546
08,PERAK,09,SELAMA,40,BANDAR SELAMA,1030000547
08,PERAK,09,SELAMA,70,PEKAN RANTAU PANJANG,1030000548
08,PERAK,09,SELAMA,71,PEKAN SUNGAI BAYUR,1030000549
08,PERAK,10,PERAK TENGAH,05,KAMPONG GAJAH,1030000552
08,PERAK,10,PERAK TENGAH,07,LAMBOR KANAN,1030000554
